"Joseph Dwight Strong","1853-09-15"
"Pietro Annigoni","1910-06-07"
"Grace Cossington Smith","1892-04-22"
"Mather Brown","1761-10-11"
"Wilhelm Bendz","1804-03-20"
"Francesco Albani","1578-08-17"
"Félix Ziem","1821-02-26"
"André François","1915-11-09"
"Philip de Koninck","1619-11-05"
"Carl Spitzweg","1808-02-05"
"Niki de Saint Phalle","1930-10-29"
"Larry Rivers","1923-08-17"
"James Eckford Lauder","1811-08-15"
"Wilton Lockwood","1861-09-12"
"Tinus de Jongh","1885-01-31"
"Joshua Reynolds","1723-07-16"
"Gerbrand van den Eeckhout","1621-08-19"
"John Hoppner","1758-04-04"
"Vlaho Bukovac","1855-07-04"
"Tim Folzenlogen","1952-05-02"
"Giovanni Domenico Tiepolo","1727-08-30"
"Felice Torelli","1667-09-09"
"Mirko Rački","1879-10-13"
"Corneliu Baba","1906-11-18"
"Vicat Cole","1833-04-17"
"Arie Smit","1916-04-15"
"Christen Dalsgaard","1824-10-30"
"Francis Cadell","1883-04-12"
"Alfred Pellan","1906-05-16"
"Frans van Mieris, Sr.","1635-04-16"
"Illarion Pryanishnikov","1840-04-01"
"Robert Reid","1862-07-29"
"Herbert Ferber","1906-04-30"
"John Dos Passos","1896-01-14"
"Eugeniusz Żak","1884-12-15"
"David Klöcker Ehrenstrahl","1628-09-23"
"Franz Pforr","1788-04-05"
"Suzanne Valadon","1865-09-23"
"Tom Phillips","1937-05-24"
"Sam Francis","1923-06-25"
"Domingos Sequeira","1768-03-10"
"Ivan Aguéli","1869-05-24"
"Antonin Chittussi","1847-12-01"
"Mikola Pimonenko","1862-03-09"
"Mario Sironi","1885-05-12"
"Thomas Sully","1783-06-19"
"Tony Robert-Fleury","1837-09-01"
"Godfrey Blow","1948-10-06"
"Bartholomeus Spranger","1546-03-21"
"Rafael Coronel","1932-10-24"
"Gerard van Honthorst","1592-11-04"
"Paul-Émile Borduas","1905-11-01"
"Jacob Jordaens","1593-05-19"
"Ralph Fasanella","1914-09-02"
"Christian Schad","1894-08-21"
"Friedrich von Amerling","1803-04-14"
"John Mix Stanley","1814-01-17"
"Arnold Böcklin","1827-10-16"
"Qi Baishi","1864-01-01"
"Guinever Smith","1960-06-03"
"Theodor Hildebrandt","1804-07-02"
"Aristide Maillol","1861-04-08"
"Aaron Shikler","1922-03-18"
"Frank Weston Benson","1862-03-24"
"Eugen Dücker","1841-02-10"
"Gerard Dou","1613-04-07"
"Richard Pousette-Dart","1916-06-08"
"Alice Prin","1901-10-02"
"Lajos Csordák","1864-02-02"
"Birger Sandzén","1871-02-05"
"Max Dauthendey","1867-07-25"
"Eduardo Viana","1881-11-28"
"George Romney","1734-12-26"
"Laura Muntz Lyall","1860-06-18"
"Anne Langton","1804-06-24"
"Nykifor","1895-05-21"
"Roman Opałka","1931-08-27"
"Boris Vallejo","1941-01-08"
"Robert Summers","1940-08-13"
"Paul Dubois","1829-07-18"
"Xu Beihong","1895-07-19"
"Fernando de Szyszlo","1925-07-05"
"Gillis van Coninxloo","1544-01-24"
"Jean Dubuffet","1901-07-31"
"Jean-Honoré Fragonard","1732-04-05"
"Alberto Burri","1915-03-12"
"Kenzo Okada","1902-09-28"
"Fernand Léger","1881-02-04"
"Robert Indiana","1928-09-13"
"Jean François de Troy","1679-01-27"
"J. Alden Weir","1852-08-30"
"Remedios Varo","1908-12-16"
"Robert Longo","1953-01-07"
"Adélaïde Labille-Guiard","1749-04-11"
"Chafik Charobim","1894-11-04"
"Jean Petitot","1607-07-12"
"Augustus Earle","1793-06-01"
"Tony Hart","1925-10-15"
"Károly Lotz","1833-12-16"
"Frank Egginton","1908-11-10"
"Anthony van Dyck","1599-03-22"
"Francescantonio Coratoli","1671-12-13"
"Henry Mosler","1841-06-06"
"Anthony Green","1939-09-30"
"Haydar Hatemi","1945-03-03"
"Govert Flinck","1615-01-25"
"Theo van Doesburg","1883-08-30"
"Elaine de Kooning","1918-03-12"
"Jack Vettriano","1951-11-17"
"Hugo Demarco","1932-07-13"
"Petar Lubarda","1907-07-27"
"Octav Băncilă","1872-02-04"
"John Walker","1939-11-23"
"Felice Casorati","1883-12-04"
"Rufino Tamayo","1899-08-25"
"Giovanni Boldini","1842-12-31"
"Konstantin Gorbatov","1876-05-05"
"Nathaniel Jocelyn","1796-01-31"
"Michael Rothenstein","1908-03-19"
"Walter Emerson Baum","1884-12-14"
"Hermenegildo Anglada Camarasa","1871-09-11"
"Hans-Peter Zimmer","1936-10-23"
"Giovanni da Udine","1487-10-15"
"Pietro Benvenuti","1769-01-08"
"Vincenzo Tamagni","1492-04-10"
"Mykola Burachek","1871-03-16"
"Columbano Bordalo Pinheiro","1857-11-21"
"Pierre Paul Prud'hon","1758-04-04"
"Reuven Rubin","1893-11-13"
"Joseph von Führich","1800-02-09"
"John Henry Twachtman","1853-08-04"
"Don Suggs","1945-03-16"
"Alicia Rhett","1915-02-01"
"Sonya Sklaroff","1970-11-07"
"Henri Michaux","1899-05-24"
"Lilla Cabot Perry","1848-01-13"
"Charles Williams","1965-03-16"
"Antonio Balestra","1666-08-12"
"Wilhelm Leibl","1844-10-23"
"Karl Buesgen","1917-12-25"
"John Vanderlyn","1775-10-18"
"Cosmas Damian Asam","1686-09-29"
"Robert Ingpen","1936-10-13"
"David Burliuk","1882-07-21"
"Samuel Palmer","1805-01-27"
"Jonathan Talbot","1939-11-14"
"Jörg Immendorff","1945-06-14"
"Günther Gerszo","1915-06-17"
"Lorenzo Lippi","1606-05-03"
"Juan de Valdés Leal","1622-05-04"
"Jan van den Hoecke","1611-08-04"
"Ernst Josephson","1851-04-16"
"Rolf Groven","1943-03-11"
"Maya Kulenovic","1975-03-01"
"Cornelius Krieghoff","1815-06-19"
"Georges Badin","1927-03-13"
"Malcolm Morley","1931-06-07"
"Jan Zrzavý","1890-11-05"
"Adolf Hölzel","1853-05-13"
"Brenda Pye","1907-11-29"
"Johann Caspar Füssli","1706-01-03"
"Ismail Gulgee","1926-10-25"
"Moritz Daniel Oppenheim","1800-01-07"
"Robert Lenkiewicz","1941-12-31"
"Nadezhda Udaltsova","1886-11-29"
"Thomas Dewing","1851-05-04"
"Michiel Jansz van Mierevelt","1567-05-01"
"Willem Claeszoon Heda","1594-12-14"
"Jules Adolphe Aimé Louis Breton","1827-05-01"
"Albín Brunovský","1935-12-25"
"Ignacio Zuloaga","1870-07-26"
"Vilhelm Kyhn","1819-03-30"
"Jean Metzinger","1883-06-25"
"Giuseppe De Nittis","1846-02-25"
"Frank Duveneck","1848-10-09"
"Philip Alexius de Laszlo","1869-04-30"
"François-Édouard Picot","1786-10-10"
"Thomas Lawrence","1769-04-13"
"Bernd Fasching","1955-07-18"
"Jean-Baptiste-Siméon Chardin","1699-11-02"
"John Bourne","1943-07-27"
"Asger Jorn","1914-03-03"
"John Nash","1893-04-11"
"Giuseppe Grisoni","1699-10-24"
"Eamon Everall","1948-10-06"
"Bertram Brooker","1888-03-31"
"Ismael Nery","1900-10-09"
"Marcel Gromaire","1892-07-24"
"Julian Onderdonk","1882-07-30"
"Frederic Porter Vinton","1846-01-29"
"Leo Goetz","1883-03-15"
"Grigoriy Myasoyedov","1834-04-19"
"Wilhelm Freddie","1909-02-07"
"Melozzo da Forlì","1438-06-08"
"Marie Triepcke Krøyer Alfvén","1867-06-11"
"Nicolaes Pieterszoon Berchem","1620-10-01"
"Robert Henri","1865-06-25"
"Andrea Procaccini","1671-01-14"
"Eduardo Kingman","1913-02-03"
"Piet Mondrian","1872-03-07"
"Walter Sickert","1860-05-31"
"Guido Molinari","1933-10-12"
"Norah McGuinness","1901-11-07"
"George Hendrik Breitner","1857-09-12"
"Giovanni Lanfranco","1582-01-26"
"Sandra Blow","1925-09-14"
"Stefano Amadei","1580-01-20"
"Simone Cantarini","1612-04-12"
"Ben Nicholson","1894-04-10"
"Yves Klein","1928-04-28"
"Mike Bidlo","1953-10-20"
"Brian Alfred","1974-12-02"
"Tony Juliano","1975-02-07"
"Jean Delville","1867-01-19"
"Francesco Guardi","1712-10-05"
"Leandro Bassano","1557-06-10"
"Eugene Spiro","1874-04-18"
"Angel Botello","1913-06-20"
"Marie Laurencin","1883-10-31"
"H. Septimus Power","1877-12-31"
"Paul Ranson","1864-03-29"
"Ruth VanSickle Ford","1897-08-08"
"Jean-Baptiste Greuze","1725-08-21"
"Charles Alston","1907-11-28"
"Ben Shahn","1898-09-12"
"Jean-Michel Atlan","1913-01-23"
"Charles Arnoldi","1946-04-10"
"Sebastian Vrancx","1573-01-22"
"Pieter van Laer","1599-12-14"
"Bill Meyer","1942-12-10"
"Charles Hazelwood Shannon","1863-04-26"
"Neysa McMein","1888-01-24"
"Charles Ragland Bunnell","1897-01-17"
"Ivan Kramskoi","1837-05-27"
"Paul Wecker","1912-08-30"
"Cephas Thompson","1775-07-01"
"Edward Wesson","1910-04-29"
"Antonio Visentini","1688-11-21"
"Charles Demuth","1883-11-08"
"Mary Fedden","1915-08-14"
"Mary Elizabeth Price","1877-03-01"
"Neon Park","1940-12-28"
"David Hare","1917-03-10"
"Erkan Genis","1943-02-02"
"Romare Bearden","1911-09-02"
"Ettore DeGrazia","1909-06-14"
"John Crome","1768-12-22"
"John Russell","1745-03-29"
"Joseph Henry Lynch","1911-10-28"
"Aleksandra Belcova","1892-03-17"
"James McConnell Anderson","1907-08-09"
"Alakbar Rezaguliyev","1903-01-31"
"Arnold Friberg","1913-12-21"
"Elsa Dax","1972-05-14"
"William Merritt Chase","1849-11-01"
"Robert Boyer","1948-07-20"
"Leone Battista Alberti","1404-02-18"
"Radi Nedelchev","1938-04-01"
"George W. Joy","1844-07-07"
"Avigdor Arikha","1929-04-28"
"Robert Colquhoun","1914-12-20"
"Hermann Hesse","1877-07-02"
"Alexander Bogomazov","1880-04-07"
"Sigrid Hjertén","1885-10-27"
"Eduard Bendemann","1811-12-03"
"Jack Wemp","1925-11-29"
"Ivana Kobilca","1861-12-20"
"Vasily Andreevich Tropinin","1776-03-30"
"Pier Leone Ghezzi","1674-06-28"
"Franz Winterhalter","1805-04-20"
"Fernand Leduc","1916-06-04"
"Carel Fabritius","1622-02-27"
"Jaroslaw Kukowski","1972-04-11"
"Henri-Edmond Cross","1856-05-20"
"Pieter Jansz Saenredam","1597-06-09"
"Martin Saar","1980-04-30"
"Jan van Huysum","1682-04-15"
"Didier Bonvitesse","1880-06-03"
"Rowena Meeks Abdy","1887-04-24"
"Aasta Hansteen","1824-12-10"
"Oscar Florianus Bluemner","1867-06-21"
"Tadashi Sato","1923-02-06"
"George Bellows","1882-08-12"
"David Beck","1621-05-25"
"Jørgen Roed","1808-01-13"
"Arturo Garcia Bustos","1926-08-08"
"Xul Solar","1887-12-14"
"J. L. Lund","1777-10-16"
"Maurice Quentin de La Tour","1704-09-05"
"Antoine Pesne","1683-05-29"
"André Derain","1880-06-10"
"Jozef Israëls","1824-01-27"
"Benjamin Russell","1804-10-16"
"Stanisław Ignacy Witkiewicz","1885-02-24"
"Friedrich Ritter von Friedländer-Malheim","1825-01-10"
"George Elgar Hicks","1824-03-13"
"Konstantin Yuon","1875-10-24"
"Alson S. Clark","1876-03-25"
"Anwar Shemza","1928-07-14"
"Willy Reetz","1892-05-27"
"Marie-Guillemine Benoist","1768-12-18"
"Jean-Baptiste van Mour","1671-01-09"
"Karl Erik Harr","1940-05-08"
"Philipp Otto Runge","1777-07-23"
"Leonard Ochtman","1854-10-21"
"Ellen Altfest","1970-08-13"
"Solomon Joseph Solomon","1860-09-16"
"David Bomberg","1890-12-05"
"Anatoli Lvovich Kaplan","1902-12-26"
"John Lavery","1856-03-20"
"Georg Baselitz","1938-01-23"
"Alexandre Antigna","1817-03-07"
"Ken Danby","1940-03-06"
"Karl Schmidt-Rottluff","1884-12-01"
"Carlo Maratta","1625-05-13"
"Joseph Crawhall","1861-08-20"
"Arnulf Rainer","1929-12-08"
"Florence Riefle Bahr","1909-02-02"
"Harry Lachman","1886-06-29"
"Alton Tobey","1914-11-05"
"Léon Bakst","1866-05-10"
"Ary Scheffer","1795-02-10"
"Per Kirkeby","1938-09-01"
"Mattia Preti","1613-02-24"
"Togrul Narimanbekov","1930-08-07"
"Ernie Barnes","1938-07-15"
"Bencho Obreshkov","1899-04-27"
"Salvatore Rosa","1615-06-20"
"John Kane","1860-08-19"
"Peter Lely","1618-09-14"
"Édouard Vuillard","1868-11-11"
"Adriaen van Ostade","1610-12-10"
"Alex Colville","1920-08-24"
"Théodore Chassériau","1819-09-20"
"Caesar Andrade Faini","1913-04-15"
"Carlo Levi","1902-11-29"
"Richard Long","1945-06-02"
"T. C. Steele","1847-09-11"
"Philip Wouwerman","1619-05-24"
"Patrick Heron","1920-01-30"
"Francis Picabia","1879-01-28"
"Childe Hassam","1859-10-17"
"Sigmar Polke","1941-02-13"
"Stanton Macdonald-Wright","1890-07-08"
"Zinaida Serebryakova","1884-12-10"
"Anna Ancher","1859-08-18"
"René Auberjonois","1872-08-18"
"Pier Francesco Mola","1612-02-09"
"Guglielmo Caccia","1568-05-09"
"Eugene Speicher","1883-04-05"
"Lovis Corinth","1858-07-21"
"Myfanwy Pavelic","1916-04-27"
"Léon Bonnat","1833-06-20"
"Eric Fischl","1948-03-09"
"Juan O'Gorman","1905-07-06"
"Elisabetta Sirani","1638-01-08"
"Marianne von Werefkin","1860-09-10"
"Robert Delaunay","1885-04-12"
"El Lissitzky","1890-11-23"
"Colin McCahon","1919-08-01"
"George Peter Alexander Healy","1813-07-15"
"Jean Lurçat","1892-07-01"
"Peter Hurd","1904-02-22"
"Rosa Bonheur","1822-03-16"
"Stephen Gilbert","1910-01-15"
"Wols","1913-05-27"
"Vieira Portuense","1765-05-13"
"Robert Dafford","1951-05-14"
"Leon Wyczółkowski","1852-04-11"
"Franz Joseph Spiegler","1691-04-05"
"Jean-Baptiste Pater","1695-12-29"
"Albert Chevallier Tayler","1862-04-05"
"Philip Aziz","1923-04-15"
"Egon von Vietinghoff","1903-02-06"
"Richard Anuszkiewicz","1930-05-23"
"Toller Cranston","1949-04-20"
"Ted Godwin","1933-08-13"
"Johann Friedrich Overbeck","1789-07-04"
"Wyatt Eaton","1849-05-06"
"Paul-Henri DuBerger","1939-10-08"
"George Herbert Baker","1878-02-14"
"Greta Kempton","1901-03-22"
"Hugo Simberg","1874-06-24"
"Ferenc Joachim","1882-05-21"
"Ercole Sarti","1593-12-23"
"Francis Alexander","1800-02-03"
"Nicolae Grigorescu","1838-05-15"
"Henriette Wyeth","1907-10-22"
"Linda Sutton","1947-12-14"
"Aligi Sassu","1912-07-17"
"Terry Frost","1915-10-13"
"Igor Babailov","1965-02-09"
"Arthur Beecher Carles","1882-03-09"
"Edward Willis Redfield","1869-12-18"
"Théodule Ribot","1823-08-08"
"Jorge L. Sicre-Gattorno","1958-04-15"
"Flora Twort","1893-06-24"
"Francis Bicknell Carpenter","1830-08-06"
"Francesco Primaticcio","1504-04-30"
"Ross Bleckner","1949-05-12"
"Franz Adam","1815-05-04"
"David C. Driskell","1931-06-07"
"Mauro Antonio Tesi","1730-01-15"
"Alberto Sughi","1928-10-05"
"William McGregor Paxton","1869-06-22"
"George Washington Lambert","1873-09-13"
"Dan Jones","1962-06-29"
"Tsuguharu Foujita","1886-11-27"
"Hanns-Christian Kaiser","1969-03-26"
"Nicholas Roerich","1874-10-09"
"William Dargie","1912-06-04"
"Konstantin Savitsky","1844-06-06"
"Marsden Hartley","1877-01-04"
"Charles Wheeler","1881-01-04"
"Igor Grabar","1871-03-25"
"Pál Szinyei Merse","1845-07-04"
"William Zorach","1887-02-28"
"Ozias Humphrey","1742-09-08"
"Mark Tobey","1890-12-11"
"Alexander Deyneka","1899-05-20"
"Alfred Thomas Agate","1812-02-14"
"N. C. Wyeth","1882-10-22"
"Joseph Karl Stieler","1781-11-01"
"Constantin Kousnetzoff","1863-08-22"
"Olga Lehmann","1912-02-10"
"Gaspar de Witte","1624-10-05"
"Giovanni Battista Crespi","1573-12-23"
"Jean-Paul Mousseau","1927-01-01"
"Peter Blake","1932-06-25"
"Weldon Kees","1914-02-24"
"John Collier","1850-01-27"
"Jean Hélion","1904-04-21"
"Alfredo Sinclair","1915-12-08"
"Aki Kuroda","1944-10-04"
"Henri-Jean Guillaume Martin","1860-08-05"
"David Vinckboons","1576-08-13"
"Gluck","1895-08-13"
"Richard Parkes Bonington","1802-10-25"
"François-André Vincent","1746-12-30"
"Paul Philippoteaux","1846-01-27"
"Jean-Baptiste Pillement","1728-05-24"
"Carlo Frigerio","1763-04-05"
"Jean Paul Brusset","1909-06-23"
"Lee Woods","1964-07-17"
"Isaac Israëls","1865-02-03"
"Asher Brown Durand","1796-08-21"
"Ben Earl Looney","1904-06-02"
"Maxwell Bates","1906-12-14"
"Jean-Baptiste Isabey","1767-04-11"
"Frank Holl","1845-07-04"
"Lodovico Gallina","1752-08-25"
"Allan Ramsay","1713-10-13"
"Beta Vukanović","1872-04-18"
"Else Alfelt","1910-09-16"
"Chaim Goldberg","1917-03-20"
"Jacek Malczewski","1854-07-15"
"Olga Rozanova","1886-06-21"
"Gerhard von Kügelgen","1772-02-26"
"Raymond Monvoisin","1790-03-31"
"Naive John","1962-10-18"
"Jan Frans van Bloemen","1662-05-12"
"Alfons von Czibulka","1888-06-28"
"William Powell Frith","1819-01-19"
"Antonio Ciseri","1821-10-25"
"Manuel Ortiz de Zárate","1887-10-09"
"Ásgrímur Jónsson","1876-03-04"
"Pieter van Aelst","1502-08-14"
"Lamorna Birch","1869-06-07"
"Thomas Hart Benton","1889-04-15"
"Paul Cadmus","1904-12-17"
"Chester Harding","1792-09-01"
"Émile Bernard","1868-04-28"
"Carroll Cloar","1913-01-18"
"Alexander Andreyevich Ivanov","1806-07-16"
"Pedro Álvarez Castelló","1967-02-09"
"Vassily Maximov","1844-01-29"
"Nicolae Dărăscu","1883-02-18"
"Burgoyne Diller","1906-01-13"
"George Frederic Watts","1817-02-23"
"Florencio Molina Campos","1891-08-21"
"Albert Bloch","1882-08-02"
"Petrus Van der Velden","1837-05-05"
"Teresa Schwartze","1852-12-20"
"Andre de Krayewski","1933-06-20"
"Bart van der Leck","1876-11-26"
"Gustave Moreau","1826-04-06"
"Sr. Thomasita Fessler","1912-02-23"
"Samuel Dirksz van Hoogstraten","1627-08-02"
"Ulrika Pasch","1735-07-10"
"Eugene von Guerard","1811-11-07"
"Alberto Savinio","1891-08-25"
"Jon Coffelt","1963-05-16"
"Simeon Solomon","1840-10-09"
"Robert Vonnoh","1858-09-17"
"Edward Simmons","1852-10-27"
"Eileen Cooper","1953-06-10"
"Richard Gruelle","1851-02-22"
"Fairfield Porter","1907-06-10"
"Anton Mauve","1838-09-18"
"Simon Hollósy","1857-02-02"
"Sinibaldo Scorza","1589-07-16"
"Martin Snape","1852-12-31"
"Ciro Ferri","1633-09-03"
"Adrian van de Velde","1636-11-30"
"Victor Noble Rainbird","1887-12-12"
"Judith Leyster","1609-07-28"
"Alexander Nasmyth","1758-09-09"
"Francesco Trevisani","1656-04-09"
"Benjamin Curtis Porter","1843-08-27"
"Maurice Prendergast","1858-10-10"
"Patrick Caulfield","1936-01-30"
"Leonard Bahr","1905-05-12"
"Troels Wörsel","1950-11-10"
"Mary Henry","1913-03-19"
"Nicholas Marsicano","1908-10-01"
"Mary Stanisia","1878-05-04"
"Giulio Aristide Sartorio","1860-02-11"
"Aloysius O'Kelly","1853-07-03"
"Ramon Casas i Carbó","1866-01-04"
"Kenneth Martin","1905-04-13"
"Dorothy Tennant","1855-03-22"
"Rex Whistler","1905-06-24"
"Anton Räderscheidt","1892-10-11"
"Auguste Herbin","1882-04-29"
"Anne-Louis Girodet de Roussy-Trioson","1767-01-05"
"Nikolai Yaroshenko","1846-12-13"
"William Beechey","1753-12-12"
"Pierre Puvis de Chavannes","1824-12-14"
"André Masson","1896-01-04"
"Konstantin Makovsky","1839-07-02"
"Odile Crick","1920-08-11"
"Ralph Chubb","1892-02-08"
"Théodore Rousseau","1812-04-15"
"Ernst Ludwig Kirchner","1880-05-06"
"Joaquín Torres García","1874-07-28"
"Jan Toorop","1858-12-20"
"Peter Lanyon","1918-02-08"
"Emily Carr","1871-12-13"
"Michael Coxcie","1499-03-05"
"Giovanni Monti","1765-05-07"
"Yuri Gorbachev","1948-12-29"
"Benito Quinquela Martín","1890-03-01"
"Anne Savage","1896-07-27"
"Samuel Bak","1933-08-12"
"Ralston Crawford","1906-09-05"
"Pablo Palazuelo","1916-10-06"
"Dugald Sutherland MacColl","1859-03-10"
"Maria Helena Vieira da Silva","1908-06-18"
"Will Hicok Low","1853-05-31"
"Giulio Benso","1592-10-30"
"Giovanni Mannozzi","1592-03-20"
"Francesco Granacci","1477-07-23"
"Lucas Cranach the Elder","1472-10-04"
"Vladimir Borovikovsky","1757-07-24"
"Max Liebermann","1847-07-20"
"Ary Stillman","1891-02-13"
"Franz Kline","1910-05-23"
"Gaëtan de Rosnay","1912-05-17"
"Ludovico Carracci","1555-04-21"
"Hermione Hammond","1910-08-11"
"George Dawe","1781-02-06"
"Wolf Kahn","1927-10-04"
"Hans Hartung","1904-09-21"
"Frederick Varley","1881-01-02"
"Pinchus Kremegne","1890-07-28"
"Jan Lievens","1607-10-24"
"Michiel Sweerts","1618-09-29"
"Francesco Gessi","1588-01-20"
"Stefan Jäger","1877-05-28"
"Lee Krasner","1908-10-27"
"Kuzma Petrov-Vodkin","1878-11-05"
"Mai Dantsig","1930-04-27"
"Harold Weston","1894-02-14"
"Jacopo da Empoli","1551-04-30"
"Gerard de Lairesse","1640-09-11"
"Alessio Baldovinetti","1427-10-14"
"William Bowyer","1926-05-25"
"Giovanni Benedetto Castiglione","1609-03-23"
"Moise Kisling","1891-01-22"
"Alan D'arcangelo","1930-06-16"
"Ambrosius Bosschaert","1573-01-18"
"Giovanni Battista Paggi","1554-02-27"
"Jacopo Vignali","1592-09-05"
"Adolph Gottlieb","1903-03-14"
"Avery Clare","1945-05-28"
"Gian Paolo Lomazzo","1538-04-26"
"Dana E. Levin","1969-06-26"
"Vasile Hutopilă","1953-03-17"
"Remy Noe","1974-12-08"
"G. P. Nerli","1860-02-21"
"Constantin Xenakis","1931-12-28"
"Maurice Denis","1870-11-25"
"Antonio Saura","1930-09-22"
"Jean Crotti","1878-04-24"
"Pietro Novelli","1603-03-02"
"Alexander Mann","1853-01-22"
"Frances Castle","1966-02-17"
"Francesco Solimena","1657-10-04"
"Gregorio Pagani","1558-12-03"
"Jack Levine","1915-01-03"
"Sean Scully","1945-06-30"
"Mark Gertler","1891-12-09"
"Jack Coggins","1911-07-10"
"Santiago Rusiñol","1861-02-25"
"Giacomo Boni","1688-04-28"
"Werner Drewes","1899-07-27"
"Joshua Field","1973-10-27"
"George Henry Burgess","1831-06-08"
"Lisa Yuskavage","1962-05-16"
"Parmigianino","1503-01-11"
"Simone Pignoni","1611-04-17"
"Balthus","1908-02-29"
"Cesare Dandini","1596-10-01"
"Ridolfo Ghirlandajo","1483-02-14"
"Nicolas de Staël","1914-01-05"
"Marie-Claire Baldenweg","1954-03-27"
"Alexei Savrasov","1830-05-24"
"Bernardino Poccetti","1548-08-26"
"Pan Yuliang","1895-06-14"
"Enrico Donati","1909-02-19"
"Luca Giordano","1634-10-18"
"Eugène Berman","1899-11-04"
"Godfrey Kneller","1646-08-08"
"Charles Thomson","1953-02-06"
"Leo Kahn","1894-08-05"
"Michael Peter Ancher","1849-06-09"
"Gaetano Gandolfi","1734-08-31"
"Odilon Redon","1840-04-22"
"Antoni Tàpies","1923-12-13"
"Carlo Dolci","1616-05-25"
"Fra Bartolommeo","1472-03-28"
"Lasar Segall","1891-07-21"
"Lorenzo Pasinelli","1629-09-04"
"Guity Novin","1944-04-21"
"Stanhope Forbes","1857-11-18"
"Alessandro Tiarini","1577-03-20"
"Sam Gilliam","1933-11-30"
"Pietro Paolini","1603-06-03"
"Jules Pascin","1885-03-31"
"Francisco Zurbarán","1598-11-07"
"Andrew Vicari","1938-04-20"
"Evaristo Baschenis","1617-12-07"
"Alessandro Gherardini","1655-11-16"
"Mattia Bortoloni","1696-03-31"
"Giovanni Battista Viola","1576-06-16"
"Albert Kotin","1907-08-07"
"James Barry","1741-10-11"
"Paolo de Matteis","1662-02-09"
"Lucien Lévy-Dhurmer","1865-09-30"
"Domenico Fiasella","1589-08-12"
"Alessandro Varotari","1588-04-04"
"Lorenzo De Caro","1719-05-29"
"Max Jacob","1876-07-12"
"Anton Domenico Gabbiani","1652-02-13"
"Carlos Schwabe","1877-07-21"
"Cristoforo Munari","1667-07-21"
"Maurice Boitel","1919-07-31"
